Account,Date,Issue 
0,2/18/2010,rideout 02/18/10 wo#3277010
0,2/18/2010,rideout 02/18/10 wo#3277011
7188902,2/18/2010,rideout 02/18/10 wo#3277012
47610001,2/18/2010,Line Problem -low levels and low transmit
1011802,2/18/2010,intermint static on phones and not able to receive faxes.
2315503,2/18/2010,Line Problem
11012802,2/18/2010,noise
10010517,2/18/2010,[WO# 44398517 ]
53790801,2/18/2010,**priority**cust has very slow internet due to packet loss. Soc verified intermit noise. others nearby are affected.
57971801,2/18/2010,Line Problem DEAD TAP!!!!
38568903,2/18/2010,pre and post errors off tap
39760801,2/18/2010,wo # 44398404
56199602,2/19/2010,Return Noise with file
600302,2/19/2010,Line Problem Posible area problem Dig Tiling from node report Please check.
10489709,2/19/2010,Line Problem POSSIBLE AREA ISSUE PLEASE CHECK FROM NODE REPORT.
33703401,2/19/2010,intmt no dial tone low levels on 99 and errors off tap
48862203,2/19/2010,no reverse
29593001,2/19/2010,"**priority**CBS no internet, no qam lock at tap. have tiling video and vp is working."
13496803,2/19/2010,low levels
6341206,2/19/2010,Line Problem
18742904,2/19/2010,Line Problem 600MICRO VOLT
2174610,2/19/2010,Line Problem
10881802,2/19/2010,int tiling
53659901,2/19/2010,line problem
24789204,2/19/2010,carl manger PRI NO SYNC
43497805,2/19/2010,Line Problem - no signal issues but water damaged tap and exposed plant. W/O ## 44399753
60236101,2/19/2010,**priority**
40917704,2/19/2010,Line Problem
15277104,2/19/2010,line problem/ ch 99 at tap +4 no lock on multiple ports. tx is 61 at modem
8801208,2/19/2010,line problem- w/o#44387791 Low levels @ Tap causing Digi Blkscreen and tiling most channels 17/4 Tap -9/21 @ tap
40995702,2/19/2010,Line problem
52972902,2/19/2010,MTA no sync. high TX. TX levels are in the last Ch collom**do not roll out..ongoing node issue see UNO000021757774**
18018703,2/19/2010,Channel 3 @tap signal bouncing about 3 to 4dbs
57039201,2/19/2010,need 4 port tap... regal 17/4 or 23/4..... cant finish install without a 4port tap
0,2/19/2010,DAILY DRIVEOUT 02/19/10 WO 3283910
61292101,2/19/2010,CBS Priority Bad Levels at tap Snowy Pic
19084803,2/19/2010,DAILY DRIVEOUT 02/19/10 WO 3283911
0,2/19/2010,rideout 02/19/10 wo#3283997
10303804,2/19/2010,line problem
7882501,2/19/2010,Line problem
14480102,2/19/2010,LINE PROBLEM + [44394379]
35402411,2/19/2010,"Line Problem -reverse tilt on 132 and 3,"
42725604,2/19/2010,night work put in line problem/ next level.. mer at tap on 657/603.. all checked 27-35 pre and post errors
19826001,2/19/2010,44401383
35416202,2/19/2010,"Line Problem -wrong tap value, intermittent tiling on all hd channels"
8452201,2/19/2010,Ped replacement
41376701,2/19/2010,line problem 41376701
44181201,2/19/2010,"Line Problem - Digital Tiling, modem no synch"
13527404,2/19/2010,Line problem; high TX; at a 51tx on a 23value/4prt; no phone or hsi
15577404,2/20/2010,line problem -
5582102,2/20/2010,"Line Problem,pending PM tech"
24851302,2/20/2010,lp- (wo 44409118)
19316305,2/20/2010,line problem - INSTALL PRI
32393002,2/20/2010,**NEXT LEVEL**
62299601,2/20/2010,possible area issue; possible noise
47582104,2/20/2010,LINE PROBLEM.... intermintent digi tiling on hd.... w/o #44406087
18043003,2/20/2010,unsecurable ped
23395215,2/20/2010,lockbox unsecurable/lock damaged
45555801,2/20/2010,line problem low mer on most hd freq and data carriers
40718514,2/20/2010,unsecured ped per glacier tech also broken ports on tap
52208202,2/20/2010,"line problem--low hsi frequencies (843, 849, 855 Mhz) at tap"
46460502,2/20/2010,Line Problem Low levels off tap **NEXT LEVEL**
24694715,2/20/2010,unsecured lockbox - locks not working
20277020,2/20/2010,line problem---no tap--main line cut
58409803,2/20/2010,Line Problem [WO# 44408491]
52079701,2/20/2010,lp-(wo# 44407976)
32496302,2/21/2010,Line problem - High levels
26862603,2/21/2010,Line problem
45352902,2/21/2010,line problem NO AC OUT OF TAP ******NEXT LEVEL CALL*****
21819301,2/21/2010,Line Problem
15124403,2/22/2010,LP - low levels
62112701,2/21/2010,LP
27505602,2/21/2010,line problem
37599506,2/21/2010,Line Problem
47414504,2/21/2010,line problem
15636102,2/21/2010,slow speeds
46287404,2/21/2010,Line problem Work Order: 44412986
2174610,2/21/2010,Line Problem DQI test fluctates
573909,2/21/2010,line problem-low levels at tap
18231601,2/22/2010,line problem
58188801,2/22/2010,CBS Priority Modem Offline Overdrive
11096204,2/22/2010,low levels chann 99 from tap to wall
37599506,2/22/2010,dead at the tap
17569603,2/22/2010,line problem-w/o#44411727 low levels at Tap failing Home Cert customer states int. tiling on all HD channels xmit low on digi
21723902,2/22/2010,"tx problem, 2 way, caller ID on box"
0,2/22/2010,DAILY DRIVEOUT 02/22/10 WO 3285851
0,2/22/2010,DAILY DRIVEOUT 02/22/10 WO 3285852
19084005,2/22/2010,DAILY DRIVEOUT 02/22/10 WO 3285853
2879604,2/22/2010,DAILY DRIVEOUT 02/22/10 WO 3285854
17201205,2/22/2010,LP
4596501,2/22/2010,NIGHT WORK - intermint slow speed and modem no sync
30390401,2/22/2010,yellow temp line hanging down in customers backyard
27212902,2/22/2010,line problem--packet loss on ch. 99 and MER-30
17412204,2/22/2010,Yellow temp on top of ground and mainline sticking out of ground..
29405301,2/22/2010,rideout 02/22/10 wo#3285924
0,2/22/2010,rideout 02/22/10 wo#3285925
20841305,2/22/2010,rideout 02/22/10 wo#3285926
31065415,2/22/2010,line problem no synch on mta
19082901,2/22/2010,DAILY DRIVEOUT 02/22/10 WO 3285855
8710401,2/22/2010,DAILY DRIVEOUT 02/22/10 WO 3285856
0,2/22/2010,DAILY DRIVEOUT 02/22/10 WO
42999007,2/22/2010,44416225
16865202,2/22/2010,line problem- low tx - vip cust
23501216,2/22/2010,intmt no sync low levels on 99 off tap
32175610,2/22/2010,Line problem - High levels
44058411,2/22/2010,Line Problem
12719123,2/22/2010,Line issue Work Order: 44418788
9913903,2/22/2010,"line problem--tiling, low levels on high frequencies (ch. 110, 113, 132, etc.)"
37188806,2/22/2010,broken port on tap
20976105,2/22/2010,Line Problem
15139507,2/23/2010,Return Noise with file
13121813,2/23/2010,"Line Problem alot of modems off line, went down last night. might be noise. please check"
24701209,2/23/2010,beast box on building 16 was hanging off so i put small screws in for now but it needs the larger bolts
53073801,2/23/2010,*CBS* very slow/no internet. only stays up for few seconds at a time. maybe levels issue.
22252714,2/23/2010,TX too high at tap
17295205,2/23/2010,line problem-w/o#44409145 Customer haveing intermittant freezing all boxes random times
13661603,2/23/2010,Return Noise with file
16291206,2/23/2010,falling home cert tranmit low at tap 25 cust is up and running this ticcket can be work at yall when yall get time
36984601,2/23/2010,Line Problem low levels at tap
56557601,2/23/2010,HD0000020562555
25144203,2/23/2010,cable tills at night and ph cuts out good levals at tap good ber //////////// levels seem low cust stufrf worked while there
22222613,2/23/2010,okc priority levels so low cant install hsi/needs callback so can complete install.
0,2/23/2010,rideout 02/23/10
7997901,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287767
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287768
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287769
8748602,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287770
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287771
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287772
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287773
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287774
0,2/23/2010,DAILY DRIVEOUT 02/23/10 WO 3287775
20463418,2/23/2010,line problem [w.o#44421370]
61269902,2/23/2010,Line Problem Negative lvls @ tap
58158102,2/23/2010,intermittent data loss
7974502,2/23/2010,line problem
56127001,2/23/2010,HD0000020565065/can be ran today or tomorrow
41864904,2/23/2010,LINE PROBLEM
38562703,2/23/2010,Return Noise with file Interm outage's plwease check
50679901,2/23/2010,"line issue,CBS PRIORITY, bad levels at tap,HD0000020564891"
7319723,2/23/2010,line problem at tap all mhz pre errors and signal up and down
44006211,2/23/2010,[WO 44419859] Bad levels
35287306,2/23/2010,Major line problem Tap is dead and the tap next to it is also dead.
62477301,2/23/2010,tap replacement/increase for install/
59028001,2/23/2010,Line Problem [44420106]
48702201,2/23/2010,low signal at the tap on ch. 132.
6016003,2/23/2010,LP bad levels
50391104,2/23/2010,"WO#44421096, modem drops speeds and kicks customer off"
42382704,2/24/2010,pre-errors on tap for channel 99 -- internet and phone intermittent out next level call tech for assistance
17213907,2/24/2010,line problem
38361107,2/24/2010,area issue GB02 noise see atttachment and system log notes
35016314,2/24/2010,Line Problem - Main line has been cut.
59679501,2/24/2010,HD0000020567246
5202901,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290944 (4342 Linn Ave)
9756304,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290945 (4171 Miller Ave)
7833705,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290946 (4701 Ross Ave)
7689909,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290947 (5067 May Ave)
2650316,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290948 (4174 Villa Pl)
7869702,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290949 (3818 Barnes Pl)
7581602,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290950 (5283 Villa Ave)
0,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290951 (2123 SW 38th St)
11633611,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290952 (3640 Villa Ave)
0,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290954 (2451 SW 43rd St)
0,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290953 (2322 SW 32nd St)
20143401,2/24/2010,DAILY DRIVEOUT 02/24/10 WO 3290955 (4655 Miller Ave)
23479123,2/24/2010,Line problem - High levels
16268903,2/24/2010,Line Problem Next Level
53270101,2/24/2010,HD0000020567698
48345203,2/24/2010,"NEXT LEVEL digital tiling on multiple frequencies, several neighbors came out to tell me same problem"
55379901,2/24/2010,Line Problem no ac
13193802,2/24/2010,intermint inet. called and spoke with Gary in the SOC and per him did not need levels due to sevarty
10096003,2/24/2010,reverse tilt
41022102,2/24/2010,intermentting dead tap line tech may be on site.
46888404,2/24/2010,Line Problemm - Work Order: 44419856 Low Tx out of tap
9789106,2/24/2010,Line problem dqi at tap 4.9 on freq 117 slow internet replaced drop
18036605,2/24/2010,"put 4 2 port tap to get phone up, see sys log for details"
13092403,2/24/2010,Line Problem [wo# 44423938]
33855405,2/24/2010,"high transmit, intermittent sync"
35325910,2/24/2010,Line Problem W/O # 44426207. Low levels off of tap on higher frequencies. Also reverse tilt
61394101,2/25/2010,intermintly not able to run credit cards. intermint packet loss to MTA.
35427706,2/25/2010,line problem---low levels---
60974201,2/25/2010,"line issue, CBS PRIORITY, bad levels from tap,HD0000020569485"
36937201,2/25/2010,line problem wo 44427903
9022806,2/25/2010,LP Burned face plate causing NDT
11219001,2/25/2010,CBS Priority Replace faceplate Tap flooded. 14-4port Regal Widebody Terminating
39054902,2/25/2010,Line Problem Wrong tap 14 4 should be 14 8
9878702,2/25/2010,Tap needs to be moved from old pole to new pole 3 feet away
931602,2/25/2010,CBS Priority Noise in Node 26% packet loss
43075111,2/25/2010,Waiting on engineering to complete upgrade and plant design. This is still a 750 Mhz active complex.
7543510,2/25/2010,Line problem. High transmit
43256201,2/25/2010,Line Problem
3189609,2/25/2010,Line Problem
6085302,2/25/2010,Line Problem
50735601,2/25/2010,"Repaired Squirrel damaged feeder at riser, loose 90 on output of DC-9, Will TDR in morrnig to find the rest of low levels on run"
54759801,2/25/2010,"CHannel 785, freq=777 per james grayson, is not coming in on the cable card. no ingress, DQI=10.0. attenuation and signal good."
4965602,2/25/2010,There is an intermittent noise issue in AD01 causing bouncing VP's and packet loss (see attachment for screenshot)
26771501,2/25/2010,Impulse Noise in Node
5345006,2/25/2010,Line problem
62073201,2/25/2010,intermint static on phones and slow speeds
5346308,2/25/2010,Line problem
34612301,2/25/2010,line prob 44432942
7567504,2/25/2010,line problem 7567504 latence /slow ping times noise per soc
59149901,2/25/2010,CBS Priority Return Drop Out
5528503,2/25/2010,lp- (wo#44432776)
57062401,2/25/2010,Tap Swap due to broken ports
46420001,2/25/2010,Line Problem -- damaged mainline
57405201,2/25/2010,Low Tx
46495903,2/25/2010,Line Problem - Work Order: 44427401 (low end low and low on ch 99 with errors)
33919704,2/25/2010,line problem---intermittent data--
46373606,2/25/2010,Line Problem
24365506,2/25/2010,Line Problem [WO#44433373]
8008702,2/25/2010,"line problem, low levels on 99, errors at tap, got even higher when i tapped on side of amp with plyers"
27498302,2/26/2010,Line Problem
8551212,2/26/2010,line problem
55853101,2/26/2010,Line Problem (44432899)
22695307,2/26/2010,Line Problem Even ansd asso. cut a main line in backyard not located not an outage please send tech. Ceaser- 613-8477
62071401,2/26/2010,interminet static phones sounds choppy from custoemrs end and cc and fax will not transmit.
22913911,2/26/2010,MISSING LOCK BOX LID PER GLACIER TECH
19608610,2/26/2010,Line Problem
18495106,2/26/2010,Line problem
1477701,2/26/2010,Line Problem errors coming out of tap on 99 e -6 pre and post
25138708,2/26/2010,non-service affecting line problem wo# 44438645
4488901,2/26/2010,unsecureable ped.. need to raise ped per glacier tech
14623105,2/26/2010,lp- (wo#44439867)
43926103,2/26/2010,Line Problem -low levels at tap Next Level call.
59479001,2/26/2010,HD0000020573441 CBS
38460802,2/26/2010,LP digital tilling
58792601,2/26/2010,line problem - NEXT LEVEL**
15607104,2/26/2010,line problem -
8288105,2/26/2010,Line Problem 99 low mer and pre and post errors
61191602,2/26/2010,line problem
15409607,2/26/2010,lp
23890210,2/26/2010,Line prob. Work Order: 44420450
41462507,2/26/2010,Line Problem - NDT PRI
59227301,2/26/2010,Line Problem
34955001,2/26/2010,Line problem low level on the higher frequencies
61664701,2/26/2010,line problem
31294304,2/26/2010,Impulse noisie per SOC
49722303,2/26/2010,Line Problem
57349501,2/26/2010,PLS SEE SYSTEM LOG FOR INFORMATION.. no work order
10812403,2/26/2010,**MONITORING** Line Problem - NEXT LEVEL OK AM PRI*
6484601,2/26/2010,need to have DTCI 3 x 7 changed to NI
50118101,2/27/2010,line problem; no ac @ tap
18531706,2/27/2010,line problem work order 44436183
40103304,2/27/2010,line problem
51784101,2/27/2010,"WO# 44443525, no levels at tap. Mainline cut at 12401 Roberts Rd"
53046002,2/27/2010,Next level tiling issue. Work order #44440000
36720903,2/27/2010,Line Problem [ 44438079 ]
17172315,2/27/2010,line problem
25429102,2/27/2010,Line Problem
22498603,2/27/2010,low mer on all digi freq/ped in yard of 13032/new drop/ (WO - 44443458)
12533101,2/27/2010,Line Problem
19379801,2/27/2010,Line Problem - AREA ISSSUE SEE ATTACHMENT
39021413,2/27/2010,ped/tap replacement Lock box off wall per Glacier
25963202,2/27/2010,LP
13816912,2/27/2010,ped/tap replacement Contractor advises ped completely destroyed
54834501,2/27/2010,Line Problem - ***AREA ISSUE ***
22503602,2/27/2010,line problem; bad MER pre post errors
40363810,2/27/2010,line problem {wo 44441010}
3559912,2/27/2010,Line Problem
16167603,2/27/2010,LP-(wo# 44444075)
28292601,2/27/2010,reverse tilt issue/132 = 21 X 3 = 4 (FNT onsite) WO# (44441076)
18157009,2/27/2010,Line Problem
14275506,2/27/2010,Line Problem w/o #44445538
59905801,2/27/2010,line problem
25708501,2/27/2010,**PRIORITY**
33320204,2/27/2010,"WO# 44441567, raised noise floor on 2 data hem/per soc"
13023317,2/27/2010,line problem phone noise in the node per technical support
